Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Kakatiya Cement,500234,KAKATCEM,Cement - South India,247.10,54.26,130.18,5.04,0.14,0.88,6.48,1.87,25.04,1.21,192.31,124.30,599.00,186.40
Kakatiya Textile,521054,,Textiles - Cotton/Blended,4.60,50.72,25.80,0.58,,,-5.64,,,0.00,2.67,0.09,55.00,0.00
Kallam Textiles,530201,,Textiles - Cotton/Blended,18.60,52.23,304.00,6.42,1.71,0.40,2.19,-3.90,9.62,0.00,79.64,3.97,33.25,0.00
Kalpataru Power,522287,KALPATPOWR,Transmisson Line Towers / Equipment,414.45,54.54,13823.00,1.67,0.84,1.65,18.59,18.91,11.23,2.41,6173.82,591.86,554.50,22.19
Kalyan Jewellers,543278,KALYANKJIL,Diamond Cutting / Jewellery,78.05,60.54,8573.31,3.33,1.20,2.84,7.41,-0.25,,0.00,8044.72,1096.62,89.75,0.00
Kalyani Forge,513509,KALYANIFRG,Castings & Forgings,193.80,58.61,219.01,2.46,0.27,0.70,0.90,-1.30,97.93,0.77,70.51,2.72,539.00,-31.25
Kalyani Invest.,533302,KICL,Finance & Investments,2105.00,74.97,7.06,84.42,0.00,0.20,1.40,1.04,21.78,0.00,921.05,56.28,2955.00,0.00
Kalyani Steels,500235,KSL,Steel - Medium / Small,390.20,64.71,1456.57,3.56,0.15,1.47,22.56,17.90,6.77,1.92,1702.31,626.06,469.15,17.23
Kama Holdings,532468,,Finance & Investments,12334.60,75.00,9627.10,1.74,0.92,2.12,24.71,18.49,11.00,0.88,7955.81,359.23,12559.50,11.50
Kamadgiri Fash.,514322,,Textiles - Processing,39.10,30.91,173.75,2.33,1.81,0.69,-2.66,-23.67,,0.00,22.95,0.51,188.00,0.00
Kamanwala Housin,511131,,Construction,9.15,42.12,2.80,5.51,0.02,0.16,-0.32,-0.35,,0.00,12.89,0.30,157.06,0.00
Kamat Hotels,526668,KAMATHOTEL,Hotels,70.25,60.90,72.80,0.22,,,-2.51,,,0.00,165.51,14.51,314.90,0.00
Kamdhenu,532741,KAMDHENU,Steel - Medium / Small,250.30,64.29,698.03,2.66,0.51,3.46,14.94,11.88,25.61,0.32,674.99,4.08,290.50,14.31
Kamron Labs.,524604,,Pharmaceuticals - Indian - Formulations,5.32,31.46,5.59,2.51,1.30,,-23.83,-49.81,,0.00,3.11,-0.16,21.10,0.00
Kanani Industrie,506184,KANANIIND,Diamond Cutting / Jewellery,8.87,74.83,314.29,2.43,0.39,1.55,1.10,-0.66,237.18,0.00,94.87,4.16,97.64,0.00
Kanchi Karpooram,538896,,Chemicals,913.50,46.90,217.56,6.85,0.00,2.54,66.26,50.40,6.14,0.44,396.82,62.67,1365.00,2.78
Kanco Tea,541005,,Tea,81.25,70.35,82.04,2.82,0.60,0.67,16.01,20.50,2.62,1.23,41.63,3.41,106.95,4.82
Kandagiri Spinng,521242,KANDAGIRI,Textiles - Cotton/Blended,15.45,64.93,2.07,0.18,,,9.35,,,0.00,5.95,0.29,134.90,0.00
Kanel Indust.,500236,KANELOIL,Solvent Extraction,5.37,21.44,0.13,0.90,,,-6.18,,329.68,0.00,9.89,0.01,45.00,0.00
Kanishk Steel,513456,,Steel - Medium / Small,22.00,70.50,259.35,2.55,0.29,1.06,11.11,10.10,5.37,0.00,62.57,2.04,797.58,0.00
Kanoria Chem.,506525,KANORICHEM,Chlor Alkali / Soda Ash,202.30,74.43,1289.61,1.99,0.83,1.51,4.37,3.13,20.26,0.00,881.01,34.65,221.55,0.00
Kanpur Plastipa.,507779,KANPRPLA,Packaging,168.95,72.32,517.23,4.67,1.01,2.30,19.31,21.09,10.48,0.71,367.70,3.80,205.34,8.54
Kansai Nerolac,500165,KANSAINER,Paints / Varnishes,606.20,74.99,5838.09,2.31,0.04,8.06,17.73,13.56,53.65,0.54,32747.07,124.53,680.00,53.41
Kapashi Commerc.,512399,,Finance & Investments,64.85,60.77,0.30,5.50,0.00,1.95,0.49,-3.14,,0.00,32.43,0.20,68.25,0.00
Kapil Cotex,512036,,Textiles - Processing,31.00,50.17,0.00,4.00,0.00,1.28,-1.99,-1.99,,0.00,3.22,0.01,169.20,0.00
Kapil Raj Financ,539679,,Finance & Investments,8.45,0.00,0.59,0.60,0.05,0.69,9.25,6.91,17.36,0.00,4.34,0.08,48.60,0.00
Kapston Facilit.,535064,KAPSTON,Miscellaneous,85.00,72.87,216.20,1.82,0.87,1.69,14.10,13.40,19.91,1.18,86.22,5.78,131.35,0.00
Karda Construct.,541161,KARDA,Construction,19.65,58.24,122.73,7.31,0.75,9.82,20.35,17.90,48.89,0.15,1205.25,0.37,24.25,3.06
Karma Energy Ltd,533451,KARMAENG,Power Generation And Supply,22.35,74.70,25.38,4.34,9.51,2.61,-6.17,-73.03,,0.00,25.80,11.08,74.85,0.00
Karnataka Bank,532652,KTKBANK,Banks - Private Sector,67.95,0.00,6140.20,7.23,11.66,0.32,5.62,7.68,5.39,2.65,2112.36,5315.57,195.60,11.60
Karnavati Financ,538928,,Finance & Investments,15.45,58.64,1.94,0.25,0.43,1.22,1.24,0.95,,0.00,15.53,0.11,38.90,0.00
Karur Vysya Bank,590003,KARURVYSYA,Banks - Private Sector,47.60,2.12,5470.26,4.13,9.46,0.55,5.22,5.30,10.49,1.05,3804.72,6320.34,136.69,11.12
Katare Spinning,502933,,Textiles - Cotton/Blended,18.70,47.73,10.47,3.06,30.10,5.55,-3.74,-96.44,,0.00,5.33,0.12,40.80,0.00
Kaushalya Infra.,532925,KAUSHALYA,Construction,3.09,51.42,0.24,1.91,0.62,0.27,6.87,1.64,,0.00,10.87,0.51,106.40,0.00
Kaveri Seed Co.,532899,KSCL,Miscellaneous,557.70,57.28,946.60,1.57,0.00,2.70,26.67,25.86,15.35,0.72,3359.73,14.09,1077.00,7.77
Kavveri Telecom,590041,KAVVERITEL,Telecommunications - Equipment,8.87,15.14,3.70,0.76,7.21,0.62,-1.39,-73.73,,0.00,17.41,0.42,309.45,0.00
Kay Power &Paper,530255,,Paper,3.26,44.83,21.91,2.36,39.54,7.54,0.38,13.95,11.19,0.00,3.47,0.71,30.00,0.00
Kaya Ltd,539276,KAYA,Personal Care - Indian,489.75,59.93,317.33,0.48,2.94,11.74,-8.14,-55.85,,0.00,641.35,12.78,1540.00,0.00
Kaycee Inds.,504084,,Electric Equipment,4174.95,74.91,24.07,3.20,0.00,2.81,7.83,5.03,28.28,0.72,26.30,3.43,8233.90,22.35
KBS India,530357,,Finance & Investments,6.80,36.53,1.55,1.91,0.00,0.23,0.60,0.24,16.09,0.00,5.79,0.83,53.00,0.00
KCD Industries,540696,,Electronics - Consumer,39.00,48.71,0.08,2.80,0.00,2.41,-2.14,-2.14,,0.00,7.80,0.12,105.15,0.00
KCL Infra,531784,,Construction,3.11,23.20,5.54,1.83,0.20,0.43,1.74,0.52,91.10,0.00,8.20,0.14,87.80,0.00
KCP Sugar &Inds.,533192,KCPSUGIND,Sugar,23.50,40.59,315.67,1.90,0.77,0.85,7.49,7.73,11.98,0.43,267.01,13.54,769.95,4.85
KD Leisures,540385,,Finance & Investments,8.96,11.89,0.09,22.56,0.03,0.82,-1.09,-1.12,,0.00,2.91,0.04,32.10,0.00
KDDL Ltd,532054,KDDL,Miscellaneous,456.15,46.87,634.83,2.61,1.34,3.11,8.92,3.03,27.55,0.33,579.02,36.13,613.65,31.04
Keerthi Indus,518011,,Cement - South India,151.45,74.92,256.81,1.19,0.39,1.63,37.54,33.97,5.81,0.99,121.46,10.28,265.00,6.23
Keerti Knowledge,538445,KEERTI,Miscellaneous,20.00,60.14,1.54,4.75,0.00,2.56,-36.68,-37.09,,0.00,20.38,0.11,32.65,0.00
KEI Industries,517569,KEI,Cables - Power,966.75,39.23,4453.74,2.82,0.17,4.90,21.38,16.64,28.88,0.21,8693.24,221.24,1053.95,6.57
Kellton Tech,519602,KELLTONTEC,Computers - Software - Medium / Small,51.35,52.22,799.93,4.81,0.26,1.18,18.48,16.99,6.77,0.49,494.49,38.82,123.26,3.39
Keltech Energies,506528,,Chemicals,799.70,54.23,250.79,1.59,0.35,1.25,11.37,8.36,15.87,0.19,79.98,9.81,2169.00,7.98
Kemistar Corp.,531163,,Trading,41.00,74.78,15.11,1.17,0.14,2.73,3.57,2.49,122.53,0.00,44.11,0.33,54.70,0.00
Kemp & Co.,506530,,Construction,771.65,70.31,2.46,2.65,0.00,0.58,-0.56,-0.51,,0.00,83.34,0.36,1099.00,0.00
Kennametal India,505890,KENNAMET,Engineering,1371.55,75.00,811.40,2.34,0.00,5.26,15.91,11.99,44.97,1.46,3028.29,114.60,1499.90,0.00
Kenvi Jewels,540953,,Diamond Cutting / Jewellery,14.40,65.10,39.86,17.55,0.09,1.14,3.48,2.22,52.00,0.00,14.56,0.06,20.10,0.00
Kerala Ayurveda,530163,,Pharmaceuticals - Indian - Formulations,60.20,61.52,64.82,1.84,22.49,18.63,-0.43,-85.36,,0.00,63.57,18.56,148.40,0.00
Kernex Microsys.,532686,KERNEX,Electronics - Components,79.80,22.34,19.42,6.21,0.32,1.59,4.42,3.08,139.43,0.00,97.60,17.70,363.59,0.00
Kesar Enterprise,507180,KESARENT,Sugar,92.10,70.57,534.78,0.58,1.56,0.69,32.90,97.58,1.10,0.00,92.83,25.51,175.79,0.00
Kesar Petroprod.,524174,,Chemicals,5.64,63.85,141.65,2.72,0.18,0.62,1.62,1.00,48.68,0.00,54.52,12.79,74.80,0.00
Kesar Terminals,533289,KTIL,Miscellaneous,48.80,61.13,44.50,0.75,897.80,213.29,2.42,-206.37,,3.07,53.32,1.94,344.72,-6.98
Kesoram Inds.,502937,KESORAMIND,Cement - North India,69.40,45.97,3080.88,0.85,7.23,6.26,15.07,413.91,4.35,0.00,1695.33,111.94,415.96,0.00
Kewal Kir.Cloth.,532732,KKCL,Textiles - Products,977.35,74.25,387.77,2.88,0.14,2.73,5.84,4.54,32.45,2.35,1206.56,167.60,2380.00,143.23
Key Corp,507948,,Finance & Investments,46.65,69.08,15.76,0.98,0.00,0.69,39.41,37.35,1.96,0.00,27.99,0.18,85.50,0.00
Keynote Finan.,512597,KEYFINSERV,Finance & Investments,78.80,57.88,24.05,6.32,0.30,0.65,13.93,14.19,4.05,1.27,55.28,35.01,238.65,4.97
KG Petrochem,531609,,Textiles - Products,415.00,74.66,352.40,3.29,0.88,1.48,10.59,11.34,7.41,0.00,216.63,1.42,443.50,0.00
Khadim India,540775,KHADIM,Leather / Leather Products,232.35,61.07,654.01,1.88,1.22,2.08,-2.92,-14.14,,0.00,418.51,3.90,862.70,0.00
Khaitan (India),590068,KHAITANLTD,Trading,38.80,60.25,45.28,0.62,0.88,0.92,1.08,-26.24,,0.00,18.43,0.12,94.40,0.00
Khaitan Chemical,507794,KHAICHEM,Fertilizers,65.20,75.00,499.61,2.92,0.45,3.63,19.14,15.26,16.97,0.38,633.30,6.24,81.00,9.73
Khandelwal Extra,519064,,Solvent Extraction,9.95,38.54,0.00,4.40,0.67,0.47,-9.62,-13.54,,0.00,0.85,0.63,13.96,0.00
Khandwala Sec.,531892,KHANDSE,Finance & Investments,17.35,60.79,4.28,0.96,0.35,1.04,-3.41,-7.66,,0.00,20.41,6.37,133.00,0.00
Khemani Distrib.,539788,,Trading,34.30,27.35,61.30,3.58,0.11,2.76,45.90,38.42,7.18,0.00,78.80,0.36,98.00,0.00
KHFM Hospitality,535159,KHFM,Hotels,60.05,71.20,114.98,4.78,0.90,1.68,11.25,9.39,17.87,0.00,58.25,7.18,63.75,0.00
Khoday India,507435,,Breweries & Distilleries,71.10,,155.35,4.94,17.63,15.73,4.57,20.94,96.11,0.00,239.32,34.92,425.05,0.00
Khoobsurat Ltd,535730,,Textiles - Products,0.25,9.25,0.00,23.53,0.00,0.13,0.04,0.04,47.39,0.00,3.32,0.17,31.51,0.00
Khyati Multimed.,531692,,Entertainment / Electronic Media Software,0.88,16.79,0.05,3.00,0.00,0.44,-5.10,-4.08,,0.00,0.95,0.01,18.70,0.00
KIC Metaliks,513693,,Castings & Forgings,54.00,62.43,642.71,1.53,0.59,1.22,10.54,6.94,7.59,0.00,191.68,11.23,127.40,0.00
Kiduja India,507946,,Finance & Investments,111.50,65.01,6.47,0.17,,,,,6.31,0.00,19.12,0.00,367.55,0.00
KIFS Financial,535566,,Finance & Investments,41.00,74.41,21.25,12.14,4.52,1.26,10.35,11.19,11.99,3.05,44.36,34.46,135.00,35.62
Kilburn Engg.,522101,KILBUNENGG,Engineering,27.45,57.45,96.64,1.99,1.63,1.53,6.96,45.66,2.23,0.00,77.43,13.01,116.40,0.00
Kilitch Drugs,524500,KILITCH,Pharmaceuticals - Indian - Formulations,176.30,68.33,77.95,0.75,0.12,2.16,3.52,2.41,43.91,0.00,271.78,12.50,242.80,0.00
Kilpest India,532067,,Pesticides / Agrochemicals - Indian,511.10,38.35,206.52,2.82,0.02,2.91,179.46,138.73,4.31,0.20,383.74,35.08,767.85,5.92
Kimia Bioscien.,530313,,Pharmaceuticals - Indian - Bulk Drugs,42.05,74.94,138.73,1.41,2.25,10.79,16.66,32.07,57.67,0.00,198.95,1.67,76.50,0.00
Kinetic Engg.,500240,KINETICENG,Auto Ancillaries,59.05,49.13,106.49,1.17,8.86,13.56,0.15,-58.80,,0.00,104.57,0.27,222.40,0.00
Kinetic Trust,531274,,Finance & Investments,6.08,71.43,0.13,1.07,0.01,0.54,-0.78,-0.78,,0.00,2.04,0.02,27.19,0.00
Kingfa Science,524019,KINGFA,Plastics Products,989.85,74.99,804.40,1.45,0.12,3.39,3.83,1.51,65.58,0.00,1200.09,23.95,1321.90,0.00
Kings Infra,530215,,Construction,36.05,71.69,42.24,7.72,0.85,3.12,8.60,5.40,43.25,0.00,84.76,0.67,37.50,0.00
Kintech Renew.,512329,,Power Generation And Supply,329.95,74.80,5.81,197.17,0.00,2.80,3.79,2.58,109.98,0.30,33.00,4.07,467.00,33.33
KIOCL,540680,KIOCL,Mining / Minerals / Metals,298.80,99.03,2988.96,7.66,0.06,9.14,20.42,15.36,35.90,0.55,18132.89,1454.87,506.45,33.09
Kiran Print Pack,531413,,Printing & Stationery,2.86,70.76,1.09,12.14,0.00,0.49,-1.27,-15.61,,0.00,1.44,2.48,15.25,0.00
Kiran Syntex,530443,,Textiles - Spinning - Synthetic / Blended,3.74,40.41,0.00,0.20,0.06,0.69,-2.41,-2.56,79.70,0.00,1.59,0.01,35.99,0.00
Kiran Vyapar,537750,,Finance & Investments,135.65,74.96,148.43,6.02,0.03,0.30,9.97,8.42,3.48,1.11,370.11,15.27,224.90,4.16
Kiri Industries,532967,KIRIINDUS,Dyes And Pigments,528.50,34.98,1140.98,1.55,0.07,0.97,12.32,12.35,5.28,0.00,2115.94,10.47,877.00,0.00
Kirl. Brothers,500241,KIRLOSBROS,Pumps,393.85,65.95,2888.20,1.40,0.27,2.83,15.34,15.73,16.59,0.76,3171.29,175.39,620.65,14.79
Kirl. Electric,533193,KECL,Electric Equipment,28.20,49.51,297.92,0.34,5.34,5.59,-12.54,,,0.00,186.89,18.30,390.00,0.00
Kirl. Ferrous,500245,KIRLFER,Steel - Pig Iron,262.10,59.10,2647.87,1.32,0.29,3.63,33.40,35.09,7.92,1.91,3632.65,16.03,314.00,22.90
Kirl.Pneumatic,505283,KGKHOSLA,Compressors / Drilling Equipment,359.55,53.75,911.82,1.80,0.07,3.93,15.00,11.60,30.22,0.97,2313.99,52.36,429.95,35.23
Kirloskar Indus.,500243,KIRLOSIND,Finance & Investments,1625.30,73.11,2664.19,1.46,0.17,0.90,23.73,11.78,6.48,0.62,1581.33,66.19,1975.00,5.93
Kirloskar Oil,533293,KIRLOSENG,Engines,211.50,59.44,3694.63,1.81,0.44,1.59,13.43,10.46,12.74,1.89,3059.35,258.31,454.30,29.67
Kisan Mouldings,530145,,Plastics Products,17.85,43.73,235.54,2.20,3.00,0.80,-5.79,-47.34,,0.00,60.45,9.52,235.50,0.00
Kitex Garments,521248,KITEX,Textiles - Products,168.80,55.57,519.57,7.42,0.00,1.61,11.37,8.12,18.07,0.89,1122.52,151.40,767.14,18.39
KJMC Corporate,532304,,Finance & Investments,24.40,62.73,4.37,5.31,0.03,0.18,-2.45,-3.75,,0.00,9.58,10.97,32.00,0.00
KJMC Financial,530235,KJMCFIN,Finance & Investments,26.60,73.21,1.50,3.97,0.07,0.18,-1.77,-3.11,,0.00,12.73,0.28,68.25,0.00
KKalpana Inds.,526409,,Plastics Products,45.85,74.84,1832.96,1.77,0.30,1.17,14.67,6.72,12.56,0.44,431.32,7.95,63.00,7.89
Kkalpana Plastic,523652,,Diamond Cutting / Jewellery,26.30,72.57,0.00,81.29,0.00,2.14,2.08,1.49,111.87,0.00,14.54,0.12,60.29,0.00
KKRRAFTON Develo,521238,,Computers - Hardware,14.00,0.00,0.00,0.13,8.06,1.57,0.22,2.00,,0.00,0.78,0.00,71.60,0.00
KKV Agro Powers,538368,KKVAPOW,Power Generation And Supply,1065.75,69.46,319.62,1.77,0.00,2.47,3.48,2.36,105.07,0.38,48.33,3.56,1177.00,47.83
KLG Capital,530771,,Finance & Investments,7.39,60.46,0.76,0.17,0.09,0.31,0.73,0.53,59.00,0.00,2.36,0.01,563.10,0.00
KLK Electrical,517170,,Electric Equipment,20.05,6.01,1.04,9.33,0.00,2.94,-3.79,-3.79,,0.00,5.31,0.00,30.45,0.00
KM Sugar Mills,532673,KMSUGAR,Sugar,27.60,64.56,498.54,2.20,0.94,1.19,11.67,13.12,8.18,0.72,253.02,5.89,39.15,0.00
KMC Speciality,524520,,Healthcare,70.35,75.00,116.63,2.08,0.44,18.12,25.25,22.42,63.78,0.00,1147.41,17.70,91.05,0.00
KMF Builders,531578,,Construction,3.13,48.23,4.06,2.28,0.04,0.33,3.84,3.07,13.14,0.00,3.81,3.65,5.95,0.00
KMG Milk Food,519415,,Food - Processing - Indian,15.00,55.35,8.59,0.77,,,5.90,,56.86,0.00,7.96,0.95,42.10,0.00
KMS Medisurgi,540468,,Trading,34.10,74.42,7.51,4.13,0.16,1.74,3.61,1.88,93.75,0.15,11.25,0.61,42.00,16.67
Knowledge Marine,543273,,Miscellaneous,58.80,,33.28,6.74,0.63,,31.21,36.92,8.71,0.00,60.19,11.53,58.80,0.00
KNR Construct.,532942,KNRCON,Construction,298.25,53.25,3188.20,1.07,0.39,4.28,22.15,23.20,17.70,0.08,8373.32,147.84,343.90,1.73
Kobo Biotech,531541,,Chemicals,4.35,44.95,0.00,0.53,,,-6.36,,,0.00,10.36,1.56,72.00,0.00
Kokuyo Camlin,523207,KOKUYOCMLN,Printing & Stationery,68.35,74.99,401.87,3.29,0.32,2.81,-2.68,-5.98,,0.00,685.58,7.05,157.00,0.00
Kolte Patil Dev.,532924,KOLTEPATIL,Construction,325.40,74.45,748.24,1.40,0.76,2.77,4.17,-0.61,48.52,0.00,2472.42,163.91,404.80,0.00
Kome-on Commun.,539910,,Entertainment / Electronic Media Software,3.59,21.87,0.00,12.33,0.00,0.37,-1.02,-1.02,,0.00,5.39,0.08,4.75,0.00
Konndor Indust.,532397,,Trading,6.24,0.00,8.90,5.94,0.00,0.45,0.65,0.26,34.49,0.00,3.45,0.01,26.50,0.00
Kopran,524280,KOPRAN,Pharmaceuticals - Indian - Bulk Drugs & Formln,196.45,43.78,446.26,2.40,0.27,3.47,30.44,28.39,15.85,1.53,851.85,6.90,262.00,21.07
Kore Foods,500458,PHILCORP,Food - Processing - Indian,2.93,50.30,0.15,0.21,,,-24.11,,,0.00,3.41,0.02,23.00,0.00
Kotak Mah. Bank,500247,KOTAKBANK,Banks - Private Sector,1975.15,26.00,32612.36,2.62,3.85,4.62,6.49,13.11,39.40,0.05,391821.10,47716.62,2077.90,1.79
Kothari Ferment.,507474,,Food - Processing - Indian,63.05,74.91,94.07,2.68,0.65,1.57,9.87,8.30,24.50,0.00,94.58,0.71,112.90,0.00
Kothari Petroche,532096,KOTHARIPET,Petrochemicals,53.40,70.98,279.49,1.57,0.03,2.55,27.30,19.99,11.01,0.00,314.24,14.79,65.70,0.00
Kothari Products,530299,KOTHARIPRO,Trading,98.40,74.99,3924.79,4.96,0.92,0.26,-2.42,-8.48,,0.00,290.99,103.46,272.40,0.00
Kothari Sugars,507190,KOTARISUG,Sugar,33.95,73.53,382.89,1.33,0.19,1.51,9.89,8.42,24.99,0.00,281.41,0.41,50.35,0.00
Kotia Enterprise,539599,,Trading,14.13,4.79,0.60,2.09,0.22,1.07,2.16,1.74,30.06,0.00,9.92,9.08,37.00,0.00
Kovai Medical,523323,KOVAI,Healthcare,1683.25,55.76,800.06,1.79,1.22,3.61,13.20,16.49,16.61,0.18,1849.57,154.86,1899.00,4.22
Kovil. Lak. Rol.,507598,KLRF,Food - Processing - Indian,73.15,57.18,237.85,3.11,0.61,0.97,16.40,11.53,7.40,2.05,40.54,0.19,138.00,18.44
KPIT Technologi.,542651,KPITTECH,Computers - Software - Medium / Small,346.30,40.15,2110.42,2.39,0.19,7.87,14.02,12.56,52.47,0.43,9496.31,700.80,385.30,27.62
KPT Industries,505299,,Engineering,127.55,48.22,111.81,3.67,0.89,1.39,11.39,7.09,7.52,0.39,43.37,2.64,176.70,0.00
Kranti Industrie,542459,,Engineering,36.50,74.23,71.96,1.42,1.41,2.01,3.24,-2.39,13.97,0.00,38.55,0.01,39.50,0.00
KRBL,530813,KRBL,Food - Processing - Indian,315.75,59.46,4243.77,8.10,0.10,2.01,19.92,16.39,12.98,1.11,7450.29,161.86,675.00,14.74
Krebs Biochem,524518,KREBSBIO,Pharmaceuticals - Indian - Bulk Drugs,174.85,72.74,48.89,0.57,7.24,,-40.26,,,0.00,379.66,0.71,207.15,0.00
Kreon Finnancial,530139,,Finance & Investments,20.44,45.53,2.02,4.05,3.89,10.66,-2.11,-25.26,85.69,0.00,20.57,1.33,22.80,0.00
Kretto Syscon,531328,,Construction,6.99,0.00,0.00,0.13,0.00,0.62,1.06,0.75,71.20,0.00,9.97,0.17,214.00,0.00
Kridhan Infra,533482,KRIDHANINF,Trading,5.78,47.15,32.76,0.97,0.19,0.54,0.48,-13.95,,0.00,53.76,0.59,142.40,0.00
Krishana Phosch.,538405,KRISHANA,Fertilizers,185.30,70.13,200.76,4.12,0.14,3.49,20.40,14.63,21.89,0.27,507.72,0.02,199.70,6.64
Krishna Capital,539384,,Finance & Investments,9.25,42.87,0.33,7.33,0.00,0.50,3.28,2.76,58.49,0.00,2.92,0.03,16.35,0.00
Krishna Fil. Ind,500248,KRISNAFILA,Textiles - Products,9.59,62.45,0.00,0.05,,,-62.75,,,0.00,7.47,0.02,60.40,0.00
Krishna Institu.,543308,KIMS,Healthcare,1157.05,38.84,1329.94,2.38,0.37,10.72,29.57,27.64,45.84,0.00,9258.04,284.44,1397.50,0.00
Krishna Vent.,504392,,Construction,21.60,74.63,0.00,1.00,0.00,1.92,-1.31,-1.31,,0.00,23.33,0.01,781.00,0.00
Kriti Industries,526423,KRITIIND,Plastics Products,138.65,66.34,590.64,2.07,0.53,5.12,31.57,31.03,16.56,0.14,687.71,21.96,158.00,2.75
Kriti Nutrients,533210,,Solvent Extraction,42.90,66.35,679.32,4.41,0.04,2.13,21.06,15.94,24.29,0.42,214.93,5.18,56.95,5.98
Kritika Wires,535116,KRITIKA,Steel - Medium / Small,32.60,72.89,134.90,2.97,0.48,0.89,4.23,1.21,74.19,0.00,57.87,6.04,42.50,0.00
Krsnaa Diagnost.,543328,KRSNAA,Healthcare,801.70,27.38,396.46,2.07,1.00,10.86,129.30,1061.60,13.56,0.00,2512.68,152.91,1099.70,0.00
Krypton Industri,523550,,Tyres,13.73,26.91,45.26,4.21,0.55,0.69,9.16,6.07,10.19,0.00,20.19,2.76,79.01,0.00
KSB,500249,KSB,Pumps,1290.10,66.69,1416.80,1.94,0.08,4.82,17.53,10.98,30.87,0.66,4500.75,403.35,1375.00,31.55
KSE,519421,KSE,Food - Processing - Indian,2297.10,25.72,1569.68,3.75,0.17,3.02,65.70,56.03,8.37,4.35,735.08,7.84,4000.00,28.34
Kshitij Polyline,535114,KSHITIJPOL,Plastics Products,35.15,66.68,24.25,6.97,0.91,1.98,5.58,0.00,,0.00,35.61,0.83,45.65,
Ksolves India,535356,KSOLVES,Computers - Software - Medium / Small,356.90,68.02,23.89,4.65,0.00,34.18,161.06,120.30,53.09,4.55,423.14,7.38,409.50,74.28
Kuantum Papers,532937,KUANTUM,Paper,82.40,70.31,503.83,1.94,0.78,0.85,0.34,-0.49,108.16,0.00,720.33,16.12,103.95,0.00
Kuber Udyog,539408,,Finance & Investments,0.94,0.00,0.24,128.00,0.69,0.09,-5.74,-8.65,,0.00,0.32,1.34,95.00,0.00
Kuberan Global,543289,,Miscellaneous,14.50,68.63,0.09,,1.70,,0.00,0.00,,,3.05,0.04,20.50,
Kumbhat Fin.,526869,,Finance & Investments,7.30,13.71,0.18,81.40,0.00,0.82,-18.55,-18.76,,0.00,3.47,4.07,10.71,0.00
Kunststoff Inds.,523594,,Plastics Products,26.95,44.00,11.82,1.81,0.00,1.42,11.57,9.94,17.35,0.00,18.57,3.56,60.60,0.00
Kush Industries,514240,SUZLONFIBR,Textiles - Processing,4.03,56.95,0.05,37.75,,,-11.98,,,0.00,6.15,0.46,33.45,0.00
Kushal,536170,,Paper,3.89,65.69,4.84,0.20,0.07,0.09,-7.36,-7.91,,0.00,96.29,0.44,305.55,0.00
Kuwer Industries,530421,,Packaging,7.15,41.31,59.72,2.83,1.44,0.39,5.57,2.32,,0.00,6.49,0.07,52.70,0.00
Kwality Credit,531206,,Finance & Investments,8.35,0.00,0.33,51.00,0.00,0.34,-4.61,-4.61,,0.00,3.52,0.07,151.55,0.00
Kwality Pharma,539997,,Pharmaceuticals - Indian - Bulk Drugs,862.00,54.13,262.01,1.83,0.67,14.62,26.14,28.27,59.04,0.00,894.43,5.81,922.80,0.00
L & T Infotech,540005,LTI,Computers - Software - Large,5874.50,74.25,12883.10,1.82,0.11,14.09,37.00,30.47,51.07,0.68,102944.59,759.40,6498.50,36.16
L G Balakrishnan,500250,LGBBROSLTD,Auto Ancillaries,477.75,41.98,1806.92,1.94,0.09,1.71,19.64,16.83,9.05,2.09,1503.68,146.44,682.00,23.52
L T Foods,532783,DAAWAT,Food - Processing - Indian,68.55,56.81,4634.43,4.61,0.89,1.25,14.75,16.90,8.19,1.46,2194.11,29.97,110.00,5.83
L&T Fin.Holdings,533519,L&TFH,Finance & Investments,90.80,63.59,13466.81,7.42,4.72,1.20,7.86,5.80,22.43,0.00,22441.48,8426.97,198.90,0.00
L&T Technology,540115,LTTS,Computers - Software - Medium / Small,4686.05,74.23,5673.40,1.81,0.00,14.19,29.35,20.73,64.75,0.47,49355.90,232.70,5000.00,34.83
La Opala RG,526947,LAOPALA,Glass & Glass Products,312.30,65.64,233.34,1.70,0.00,5.21,10.40,8.08,56.42,0.48,3468.21,4.35,372.00,33.59
La Tim Metal & I,505693,,Trading,85.15,62.25,442.71,1.46,2.00,4.16,53.87,189.76,2.88,0.59,75.20,8.14,499.00,2.50
Lactose (India),524202,,Pharmaceuticals - Indian - Bulk Drugs,41.10,49.13,37.23,3.89,1.34,1.36,2.82,-7.21,,0.00,47.01,2.66,190.05,0.00
Ladam Affordab.,540026,,Construction,4.12,58.84,3.93,1.39,0.53,0.26,0.54,-0.37,,0.00,7.54,7.30,16.65,0.00
Ladderup Finance,530577,,Finance & Investments,24.50,56.69,15.57,4.81,0.02,0.53,4.54,1.01,12.02,0.00,31.49,2.12,44.05,0.00
